"timeframe",""
"2006-12-28 - 2009-11-12","ITA_B_1 - CHE_B_1"
"2006-12-28 - 2009-11-12","JPN_B_1 - DEU_B_1"
"2006-12-28 - 2009-11-12","CHN_B_1 - FRA_B_1"
"2006-12-28 - 2009-11-12","JPN_B_1 - FRA_B_1"
"2006-12-28 - 2009-11-12","CHE_B_1 - GBR_B_1"
"2006-12-28 - 2009-11-12","CHE_B_1 - ITA_B_1"
"2006-12-28 - 2009-11-12","DEU_B_1 - ITA_B_1"
"2006-12-28 - 2009-11-12","FRA_B_1 - ITA_B_1"
"2006-12-28 - 2009-11-12","GBR_B_1 - MEX_B_1"
"2006-12-28 - 2009-11-12","ITA_B_1 - MEX_B_1"
"2006-12-28 - 2009-11-12","DEU_B_1 - USA_B_1"
"2006-12-28 - 2009-11-12","FRA_B_1 - USA_B_1"
"2006-12-28 - 2009-11-12","DEU_B_2 - CAN_B_2"
"2006-12-28 - 2009-11-12","GBR_B_2 - DEU_B_2"
"2006-12-28 - 2009-11-12","ITA_B_2 - DEU_B_2"
"2006-12-28 - 2009-11-12","ITA_B_2 - FRA_B_2"
"2006-12-28 - 2009-11-12","NOR_B_2 - FRA_B_2"
"2006-12-28 - 2009-11-12","GBR_B_2 - ITA_B_2"
"2006-12-28 - 2009-11-12","JPN_B_2 - ITA_B_2"
"2006-12-28 - 2009-11-12","AUS_B_2 - JPN_B_2"
"2006-12-28 - 2009-11-12","AUS_B_2 - MEX_B_2"
"2006-12-28 - 2009-11-12","FRA_B_2 - NOR_B_2"
"2006-12-28 - 2009-11-12","JPN_B_2 - NOR_B_2"
"2006-12-28 - 2009-11-12","CHN_B_2 - USA_B_2"
"2006-12-28 - 2009-11-12","USA_B_3 - DEU_B_3"
"2006-12-28 - 2009-11-12","CAN_B_3 - FRA_B_3"
"2006-12-28 - 2009-11-12","USA_B_3 - FRA_B_3"
"2006-12-28 - 2009-11-12","CAN_B_3 - ITA_B_3"
"2006-12-28 - 2009-11-12","USA_B_3 - ITA_B_3"
"2006-12-28 - 2009-11-12","USA_B_3 - MEX_B_3"
"2006-12-28 - 2009-11-12","CHN_B_3 - NOR_B_3"
"2006-12-28 - 2009-11-12","NOR_B_3 - USA_B_3"
"2007-01-04 - 2009-11-19","CAN_B_1 - AUS_B_1"
"2007-01-04 - 2009-11-19","DEU_B_1 - AUS_B_1"
"2007-01-04 - 2009-11-19","GBR_B_1 - AUS_B_1"
"2007-01-04 - 2009-11-19","CHE_B_1 - CAN_B_1"
"2007-01-04 - 2009-11-19","AUS_B_1 - CHE_B_1"
"2007-01-04 - 2009-11-19","GBR_B_1 - CHE_B_1"
"2007-01-04 - 2009-11-19","ITA_B_1 - CHE_B_1"
"2007-01-04 - 2009-11-19","JPN_B_1 - DEU_B_1"
"2007-01-04 - 2009-11-19","CHN_B_1 - FRA_B_1"
"2007-01-04 - 2009-11-19","JPN_B_1 - FRA_B_1"
"2007-01-04 - 2009-11-19","CHE_B_1 - GBR_B_1"
"2007-01-04 - 2009-11-19","CHE_B_1 - ITA_B_1"
"2007-01-04 - 2009-11-19","CHN_B_1 - ITA_B_1"
"2007-01-04 - 2009-11-19","FRA_B_1 - ITA_B_1"
"2007-01-04 - 2009-11-19","GBR_B_1 - MEX_B_1"
"2007-01-04 - 2009-11-19","ITA_B_1 - MEX_B_1"
"2007-01-04 - 2009-11-19","DEU_B_1 - USA_B_1"
"2007-01-04 - 2009-11-19","DEU_B_2 - CAN_B_2"
"2007-01-04 - 2009-11-19","GBR_B_2 - DEU_B_2"
"2007-01-04 - 2009-11-19","ITA_B_2 - DEU_B_2"
"2007-01-04 - 2009-11-19","ITA_B_2 - FRA_B_2"
"2007-01-04 - 2009-11-19","NOR_B_2 - FRA_B_2"
"2007-01-04 - 2009-11-19","GBR_B_2 - ITA_B_2"
"2007-01-04 - 2009-11-19","JPN_B_2 - ITA_B_2"
"2007-01-04 - 2009-11-19","AUS_B_2 - JPN_B_2"
"2007-01-04 - 2009-11-19","AUS_B_2 - MEX_B_2"
"2007-01-04 - 2009-11-19","CAN_B_2 - MEX_B_2"
"2007-01-04 - 2009-11-19","CHE_B_2 - NOR_B_2"
"2007-01-04 - 2009-11-19","FRA_B_2 - NOR_B_2"
"2007-01-04 - 2009-11-19","JPN_B_2 - NOR_B_2"
"2007-01-04 - 2009-11-19","CHN_B_2 - USA_B_2"
"2007-01-04 - 2009-11-19","ITA_B_3 - AUS_B_3"
"2007-01-04 - 2009-11-19","USA_B_3 - DEU_B_3"
"2007-01-04 - 2009-11-19","CAN_B_3 - FRA_B_3"
"2007-01-04 - 2009-11-19","USA_B_3 - FRA_B_3"
"2007-01-04 - 2009-11-19","CAN_B_3 - ITA_B_3"
"2007-01-04 - 2009-11-19","USA_B_3 - ITA_B_3"
"2007-01-04 - 2009-11-19","USA_B_3 - MEX_B_3"
"2007-01-04 - 2009-11-19","CHN_B_3 - NOR_B_3"
"2007-01-04 - 2009-11-19","NOR_B_3 - USA_B_3"
"2007-01-11 - 2009-11-26","CAN_B_1 - AUS_B_1"
"2007-01-11 - 2009-11-26","CHN_B_1 - AUS_B_1"
"2007-01-11 - 2009-11-26","DEU_B_1 - AUS_B_1"
"2007-01-11 - 2009-11-26","GBR_B_1 - AUS_B_1"
"2007-01-11 - 2009-11-26","CHE_B_1 - CAN_B_1"
"2007-01-11 - 2009-11-26","GBR_B_1 - CHE_B_1"
"2007-01-11 - 2009-11-26","CHN_B_1 - FRA_B_1"
"2007-01-11 - 2009-11-26","CHE_B_1 - GBR_B_1"
"2007-01-11 - 2009-11-26","FRA_B_1 - ITA_B_1"
"2007-01-11 - 2009-11-26","CAN_B_1 - MEX_B_1"
"2007-01-11 - 2009-11-26","GBR_B_1 - MEX_B_1"
"2007-01-11 - 2009-11-26","ITA_B_1 - MEX_B_1"
"2007-01-11 - 2009-11-26","DEU_B_2 - CAN_B_2"
"2007-01-11 - 2009-11-26","GBR_B_2 - DEU_B_2"
"2007-01-11 - 2009-11-26","ITA_B_2 - FRA_B_2"
"2007-01-11 - 2009-11-26","NOR_B_2 - FRA_B_2"
"2007-01-11 - 2009-11-26","GBR_B_2 - ITA_B_2"
"2007-01-11 - 2009-11-26","JPN_B_2 - ITA_B_2"
"2007-01-11 - 2009-11-26","AUS_B_2 - JPN_B_2"
"2007-01-11 - 2009-11-26","AUS_B_2 - MEX_B_2"
"2007-01-11 - 2009-11-26","CHE_B_2 - NOR_B_2"
"2007-01-11 - 2009-11-26","FRA_B_2 - NOR_B_2"
"2007-01-11 - 2009-11-26","CHN_B_2 - USA_B_2"
"2007-01-11 - 2009-11-26","ITA_B_3 - AUS_B_3"
"2007-01-11 - 2009-11-26","USA_B_3 - DEU_B_3"
"2007-01-11 - 2009-11-26","CAN_B_3 - FRA_B_3"
"2007-01-11 - 2009-11-26","USA_B_3 - FRA_B_3"
"2007-01-11 - 2009-11-26","USA_B_3 - ITA_B_3"
"2007-01-11 - 2009-11-26","USA_B_3 - MEX_B_3"
"2007-01-11 - 2009-11-26","CHN_B_3 - NOR_B_3"
"2007-01-11 - 2009-11-26","NOR_B_3 - USA_B_3"
"2007-01-18 - 2009-12-03","CAN_B_1 - AUS_B_1"
"2007-01-18 - 2009-12-03","DEU_B_1 - AUS_B_1"
"2007-01-18 - 2009-12-03","GBR_B_1 - AUS_B_1"
"2007-01-18 - 2009-12-03","CHE_B_1 - CAN_B_1"
"2007-01-18 - 2009-12-03","GBR_B_1 - CHE_B_1"
"2007-01-18 - 2009-12-03","JPN_B_1 - DEU_B_1"
"2007-01-18 - 2009-12-03","CHN_B_1 - FRA_B_1"
"2007-01-18 - 2009-12-03","JPN_B_1 - FRA_B_1"
"2007-01-18 - 2009-12-03","CHE_B_1 - GBR_B_1"
"2007-01-18 - 2009-12-03","CHE_B_1 - ITA_B_1"
"2007-01-18 - 2009-12-03","CHN_B_1 - ITA_B_1"
"2007-01-18 - 2009-12-03","FRA_B_1 - ITA_B_1"
"2007-01-18 - 2009-12-03","GBR_B_1 - MEX_B_1"
"2007-01-18 - 2009-12-03","ITA_B_1 - MEX_B_1"
"2007-01-18 - 2009-12-03","DEU_B_2 - CAN_B_2"
"2007-01-18 - 2009-12-03","GBR_B_2 - DEU_B_2"
"2007-01-18 - 2009-12-03","ITA_B_2 - FRA_B_2"
"2007-01-18 - 2009-12-03","NOR_B_2 - FRA_B_2"
"2007-01-18 - 2009-12-03","GBR_B_2 - ITA_B_2"
"2007-01-18 - 2009-12-03","JPN_B_2 - ITA_B_2"
"2007-01-18 - 2009-12-03","AUS_B_2 - JPN_B_2"
"2007-01-18 - 2009-12-03","AUS_B_2 - MEX_B_2"
"2007-01-18 - 2009-12-03","CHE_B_2 - NOR_B_2"
"2007-01-18 - 2009-12-03","CHN_B_2 - USA_B_2"
"2007-01-18 - 2009-12-03","ITA_B_3 - AUS_B_3"
"2007-01-18 - 2009-12-03","USA_B_3 - DEU_B_3"
"2007-01-18 - 2009-12-03","CAN_B_3 - FRA_B_3"
"2007-01-18 - 2009-12-03","USA_B_3 - FRA_B_3"
"2007-01-18 - 2009-12-03","USA_B_3 - ITA_B_3"
"2007-01-18 - 2009-12-03","USA_B_3 - MEX_B_3"
"2007-01-18 - 2009-12-03","CHN_B_3 - NOR_B_3"
"2007-01-18 - 2009-12-03","CAN_B_3 - USA_B_3"
"2007-01-18 - 2009-12-03","NOR_B_3 - USA_B_3"
"2007-01-25 - 2009-12-10","CAN_B_1 - AUS_B_1"
"2007-01-25 - 2009-12-10","DEU_B_1 - AUS_B_1"
"2007-01-25 - 2009-12-10","GBR_B_1 - AUS_B_1"
"2007-01-25 - 2009-12-10","CHE_B_1 - CAN_B_1"
"2007-01-25 - 2009-12-10","GBR_B_1 - CHE_B_1"
"2007-01-25 - 2009-12-10","JPN_B_1 - DEU_B_1"
"2007-01-25 - 2009-12-10","CHN_B_1 - FRA_B_1"
"2007-01-25 - 2009-12-10","JPN_B_1 - FRA_B_1"
"2007-01-25 - 2009-12-10","CHE_B_1 - GBR_B_1"
"2007-01-25 - 2009-12-10","CHE_B_1 - ITA_B_1"
"2007-01-25 - 2009-12-10","CHN_B_1 - ITA_B_1"
"2007-01-25 - 2009-12-10","FRA_B_1 - ITA_B_1"
"2007-01-25 - 2009-12-10","GBR_B_1 - MEX_B_1"
"2007-01-25 - 2009-12-10","ITA_B_1 - MEX_B_1"
"2007-01-25 - 2009-12-10","DEU_B_2 - CAN_B_2"
"2007-01-25 - 2009-12-10","GBR_B_2 - DEU_B_2"
"2007-01-25 - 2009-12-10","ITA_B_2 - FRA_B_2"
"2007-01-25 - 2009-12-10","NOR_B_2 - FRA_B_2"
"2007-01-25 - 2009-12-10","GBR_B_2 - ITA_B_2"
"2007-01-25 - 2009-12-10","JPN_B_2 - ITA_B_2"
"2007-01-25 - 2009-12-10","AUS_B_2 - JPN_B_2"
"2007-01-25 - 2009-12-10","AUS_B_2 - MEX_B_2"
"2007-01-25 - 2009-12-10","CHE_B_2 - NOR_B_2"
"2007-01-25 - 2009-12-10","CHN_B_2 - USA_B_2"
"2007-01-25 - 2009-12-10","ITA_B_3 - AUS_B_3"
"2007-01-25 - 2009-12-10","USA_B_3 - DEU_B_3"
"2007-01-25 - 2009-12-10","CAN_B_3 - FRA_B_3"
"2007-01-25 - 2009-12-10","USA_B_3 - FRA_B_3"
"2007-01-25 - 2009-12-10","USA_B_3 - ITA_B_3"
"2007-01-25 - 2009-12-10","USA_B_3 - MEX_B_3"
"2007-01-25 - 2009-12-10","CHN_B_3 - NOR_B_3"
"2007-01-25 - 2009-12-10","CAN_B_3 - USA_B_3"
"2007-01-25 - 2009-12-10","NOR_B_3 - USA_B_3"
"2007-02-01 - 2009-12-17","CAN_B_1 - AUS_B_1"
"2007-02-01 - 2009-12-17","DEU_B_1 - AUS_B_1"
"2007-02-01 - 2009-12-17","GBR_B_1 - AUS_B_1"
"2007-02-01 - 2009-12-17","CHE_B_1 - CAN_B_1"
"2007-02-01 - 2009-12-17","GBR_B_1 - CHE_B_1"
"2007-02-01 - 2009-12-17","JPN_B_1 - DEU_B_1"
"2007-02-01 - 2009-12-17","CHN_B_1 - FRA_B_1"
"2007-02-01 - 2009-12-17","JPN_B_1 - FRA_B_1"
"2007-02-01 - 2009-12-17","CHE_B_1 - GBR_B_1"
"2007-02-01 - 2009-12-17","CHE_B_1 - ITA_B_1"
"2007-02-01 - 2009-12-17","CHN_B_1 - ITA_B_1"
"2007-02-01 - 2009-12-17","FRA_B_1 - ITA_B_1"
"2007-02-01 - 2009-12-17","GBR_B_1 - MEX_B_1"
"2007-02-01 - 2009-12-17","DEU_B_2 - CAN_B_2"
"2007-02-01 - 2009-12-17","GBR_B_2 - DEU_B_2"
"2007-02-01 - 2009-12-17","ITA_B_2 - FRA_B_2"
"2007-02-01 - 2009-12-17","NOR_B_2 - FRA_B_2"
"2007-02-01 - 2009-12-17","GBR_B_2 - ITA_B_2"
"2007-02-01 - 2009-12-17","JPN_B_2 - ITA_B_2"
"2007-02-01 - 2009-12-17","AUS_B_2 - JPN_B_2"
"2007-02-01 - 2009-12-17","AUS_B_2 - MEX_B_2"
"2007-02-01 - 2009-12-17","CHE_B_2 - NOR_B_2"
"2007-02-01 - 2009-12-17","CHN_B_2 - USA_B_2"
"2007-02-01 - 2009-12-17","ITA_B_3 - AUS_B_3"
"2007-02-01 - 2009-12-17","USA_B_3 - DEU_B_3"
"2007-02-01 - 2009-12-17","CAN_B_3 - FRA_B_3"
"2007-02-01 - 2009-12-17","USA_B_3 - FRA_B_3"
"2007-02-01 - 2009-12-17","USA_B_3 - ITA_B_3"
"2007-02-01 - 2009-12-17","USA_B_3 - MEX_B_3"
"2007-02-01 - 2009-12-17","CHN_B_3 - NOR_B_3"
"2007-02-01 - 2009-12-17","CAN_B_3 - USA_B_3"
"2007-02-01 - 2009-12-17","NOR_B_3 - USA_B_3"
"2007-02-08 - 2009-12-24","CAN_B_1 - AUS_B_1"
"2007-02-08 - 2009-12-24","DEU_B_1 - AUS_B_1"
"2007-02-08 - 2009-12-24","GBR_B_1 - AUS_B_1"
"2007-02-08 - 2009-12-24","CHE_B_1 - CAN_B_1"
"2007-02-08 - 2009-12-24","GBR_B_1 - CHE_B_1"
"2007-02-08 - 2009-12-24","JPN_B_1 - DEU_B_1"
"2007-02-08 - 2009-12-24","CHN_B_1 - FRA_B_1"
"2007-02-08 - 2009-12-24","JPN_B_1 - FRA_B_1"
"2007-02-08 - 2009-12-24","CHE_B_1 - GBR_B_1"
"2007-02-08 - 2009-12-24","CHE_B_1 - ITA_B_1"
"2007-02-08 - 2009-12-24","CHN_B_1 - ITA_B_1"
"2007-02-08 - 2009-12-24","GBR_B_1 - MEX_B_1"
"2007-02-08 - 2009-12-24","DEU_B_2 - CAN_B_2"
"2007-02-08 - 2009-12-24","ITA_B_2 - CHE_B_2"
"2007-02-08 - 2009-12-24","GBR_B_2 - DEU_B_2"
"2007-02-08 - 2009-12-24","ITA_B_2 - FRA_B_2"
"2007-02-08 - 2009-12-24","NOR_B_2 - FRA_B_2"
"2007-02-08 - 2009-12-24","GBR_B_2 - ITA_B_2"
"2007-02-08 - 2009-12-24","JPN_B_2 - ITA_B_2"
"2007-02-08 - 2009-12-24","NOR_B_2 - ITA_B_2"
"2007-02-08 - 2009-12-24","AUS_B_2 - MEX_B_2"
"2007-02-08 - 2009-12-24","CHE_B_2 - NOR_B_2"
"2007-02-08 - 2009-12-24","CHN_B_2 - USA_B_2"
"2007-02-08 - 2009-12-24","ITA_B_3 - AUS_B_3"
"2007-02-08 - 2009-12-24","USA_B_3 - DEU_B_3"
"2007-02-08 - 2009-12-24","CAN_B_3 - FRA_B_3"
"2007-02-08 - 2009-12-24","USA_B_3 - FRA_B_3"
"2007-02-08 - 2009-12-24","USA_B_3 - ITA_B_3"
"2007-02-08 - 2009-12-24","USA_B_3 - MEX_B_3"
"2007-02-08 - 2009-12-24","CHN_B_3 - NOR_B_3"
"2007-02-08 - 2009-12-24","CAN_B_3 - USA_B_3"
"2007-02-08 - 2009-12-24","NOR_B_3 - USA_B_3"
"2007-02-15 - 2009-12-31","DEU_B_1 - AUS_B_1"
"2007-02-15 - 2009-12-31","GBR_B_1 - AUS_B_1"
"2007-02-15 - 2009-12-31","CHE_B_1 - CAN_B_1"
"2007-02-15 - 2009-12-31","GBR_B_1 - CHE_B_1"
"2007-02-15 - 2009-12-31","JPN_B_1 - DEU_B_1"
"2007-02-15 - 2009-12-31","CHN_B_1 - FRA_B_1"
"2007-02-15 - 2009-12-31","JPN_B_1 - FRA_B_1"
"2007-02-15 - 2009-12-31","CHE_B_1 - GBR_B_1"
"2007-02-15 - 2009-12-31","CHE_B_1 - ITA_B_1"
"2007-02-15 - 2009-12-31","CHN_B_1 - ITA_B_1"
"2007-02-15 - 2009-12-31","CHN_B_1 - JPN_B_1"
"2007-02-15 - 2009-12-31","GBR_B_1 - MEX_B_1"
"2007-02-15 - 2009-12-31","DEU_B_2 - CAN_B_2"
"2007-02-15 - 2009-12-31","ITA_B_2 - CHE_B_2"
"2007-02-15 - 2009-12-31","GBR_B_2 - DEU_B_2"
"2007-02-15 - 2009-12-31","ITA_B_2 - FRA_B_2"
"2007-02-15 - 2009-12-31","NOR_B_2 - FRA_B_2"
"2007-02-15 - 2009-12-31","GBR_B_2 - ITA_B_2"
"2007-02-15 - 2009-12-31","JPN_B_2 - ITA_B_2"
"2007-02-15 - 2009-12-31","NOR_B_2 - ITA_B_2"
"2007-02-15 - 2009-12-31","AUS_B_2 - MEX_B_2"
"2007-02-15 - 2009-12-31","CHE_B_2 - NOR_B_2"
"2007-02-15 - 2009-12-31","CHN_B_2 - USA_B_2"
"2007-02-15 - 2009-12-31","ITA_B_3 - AUS_B_3"
"2007-02-15 - 2009-12-31","USA_B_3 - DEU_B_3"
"2007-02-15 - 2009-12-31","CAN_B_3 - FRA_B_3"
"2007-02-15 - 2009-12-31","USA_B_3 - FRA_B_3"
"2007-02-15 - 2009-12-31","USA_B_3 - GBR_B_3"
"2007-02-15 - 2009-12-31","USA_B_3 - ITA_B_3"
"2007-02-15 - 2009-12-31","USA_B_3 - MEX_B_3"
"2007-02-15 - 2009-12-31","CHN_B_3 - NOR_B_3"
"2007-02-15 - 2009-12-31","NOR_B_3 - USA_B_3"
"2007-02-22 - 2010-01-07","DEU_B_1 - AUS_B_1"
"2007-02-22 - 2010-01-07","GBR_B_1 - AUS_B_1"
"2007-02-22 - 2010-01-07","GBR_B_1 - CHE_B_1"
"2007-02-22 - 2010-01-07","CHN_B_1 - FRA_B_1"
"2007-02-22 - 2010-01-07","JPN_B_1 - FRA_B_1"
"2007-02-22 - 2010-01-07","CHE_B_1 - GBR_B_1"
"2007-02-22 - 2010-01-07","CHE_B_1 - ITA_B_1"
"2007-02-22 - 2010-01-07","CHN_B_1 - ITA_B_1"
"2007-02-22 - 2010-01-07","CHN_B_1 - JPN_B_1"
"2007-02-22 - 2010-01-07","GBR_B_1 - MEX_B_1"
"2007-02-22 - 2010-01-07","CHE_B_1 - USA_B_1"
"2007-02-22 - 2010-01-07","DEU_B_2 - CAN_B_2"
"2007-02-22 - 2010-01-07","ITA_B_2 - CHE_B_2"
"2007-02-22 - 2010-01-07","CHE_B_2 - DEU_B_2"
"2007-02-22 - 2010-01-07","GBR_B_2 - DEU_B_2"
"2007-02-22 - 2010-01-07","ITA_B_2 - FRA_B_2"
"2007-02-22 - 2010-01-07","NOR_B_2 - FRA_B_2"
"2007-02-22 - 2010-01-07","GBR_B_2 - ITA_B_2"
"2007-02-22 - 2010-01-07","JPN_B_2 - ITA_B_2"
"2007-02-22 - 2010-01-07","NOR_B_2 - ITA_B_2"
"2007-02-22 - 2010-01-07","AUS_B_2 - MEX_B_2"
"2007-02-22 - 2010-01-07","CHE_B_2 - NOR_B_2"
"2007-02-22 - 2010-01-07","CHN_B_2 - USA_B_2"
"2007-02-22 - 2010-01-07","ITA_B_3 - AUS_B_3"
"2007-02-22 - 2010-01-07","USA_B_3 - DEU_B_3"
"2007-02-22 - 2010-01-07","CAN_B_3 - FRA_B_3"
"2007-02-22 - 2010-01-07","USA_B_3 - FRA_B_3"
"2007-02-22 - 2010-01-07","USA_B_3 - ITA_B_3"
"2007-02-22 - 2010-01-07","USA_B_3 - MEX_B_3"
"2007-02-22 - 2010-01-07","CHN_B_3 - NOR_B_3"
"2007-02-22 - 2010-01-07","NOR_B_3 - USA_B_3"
"2007-03-01 - 2010-01-14","DEU_B_1 - AUS_B_1"
"2007-03-01 - 2010-01-14","GBR_B_1 - AUS_B_1"
"2007-03-01 - 2010-01-14","GBR_B_1 - CHE_B_1"
"2007-03-01 - 2010-01-14","CHN_B_1 - FRA_B_1"
"2007-03-01 - 2010-01-14","JPN_B_1 - FRA_B_1"
"2007-03-01 - 2010-01-14","CHE_B_1 - GBR_B_1"
"2007-03-01 - 2010-01-14","CHE_B_1 - ITA_B_1"
"2007-03-01 - 2010-01-14","CHN_B_1 - ITA_B_1"
"2007-03-01 - 2010-01-14","CHN_B_1 - JPN_B_1"
"2007-03-01 - 2010-01-14","CHE_B_1 - USA_B_1"
"2007-03-01 - 2010-01-14","DEU_B_2 - CAN_B_2"
"2007-03-01 - 2010-01-14","ITA_B_2 - CHE_B_2"
"2007-03-01 - 2010-01-14","CHE_B_2 - DEU_B_2"
"2007-03-01 - 2010-01-14","GBR_B_2 - DEU_B_2"
"2007-03-01 - 2010-01-14","ITA_B_2 - FRA_B_2"
"2007-03-01 - 2010-01-14","NOR_B_2 - FRA_B_2"
"2007-03-01 - 2010-01-14","GBR_B_2 - ITA_B_2"
"2007-03-01 - 2010-01-14","JPN_B_2 - ITA_B_2"
"2007-03-01 - 2010-01-14","NOR_B_2 - ITA_B_2"
"2007-03-01 - 2010-01-14","AUS_B_2 - MEX_B_2"
"2007-03-01 - 2010-01-14","CHE_B_2 - NOR_B_2"
"2007-03-01 - 2010-01-14","CHN_B_2 - USA_B_2"
"2007-03-01 - 2010-01-14","ITA_B_3 - AUS_B_3"
"2007-03-01 - 2010-01-14","USA_B_3 - DEU_B_3"
"2007-03-01 - 2010-01-14","CAN_B_3 - FRA_B_3"
"2007-03-01 - 2010-01-14","USA_B_3 - FRA_B_3"
"2007-03-01 - 2010-01-14","USA_B_3 - ITA_B_3"
"2007-03-01 - 2010-01-14","CHN_B_3 - NOR_B_3"
"2007-03-01 - 2010-01-14","NOR_B_3 - USA_B_3"
"2007-03-08 - 2010-01-21","DEU_B_1 - AUS_B_1"
"2007-03-08 - 2010-01-21","GBR_B_1 - AUS_B_1"
"2007-03-08 - 2010-01-21","GBR_B_1 - CHE_B_1"
"2007-03-08 - 2010-01-21","JPN_B_1 - DEU_B_1"
"2007-03-08 - 2010-01-21","CHN_B_1 - FRA_B_1"
"2007-03-08 - 2010-01-21","JPN_B_1 - FRA_B_1"
"2007-03-08 - 2010-01-21","CHE_B_1 - GBR_B_1"
"2007-03-08 - 2010-01-21","CHE_B_1 - ITA_B_1"
"2007-03-08 - 2010-01-21","CHN_B_1 - ITA_B_1"
"2007-03-08 - 2010-01-21","CHN_B_1 - JPN_B_1"
"2007-03-08 - 2010-01-21","CHE_B_1 - USA_B_1"
"2007-03-08 - 2010-01-21","DEU_B_2 - CAN_B_2"
"2007-03-08 - 2010-01-21","ITA_B_2 - CHE_B_2"
"2007-03-08 - 2010-01-21","GBR_B_2 - DEU_B_2"
"2007-03-08 - 2010-01-21","ITA_B_2 - FRA_B_2"
"2007-03-08 - 2010-01-21","NOR_B_2 - FRA_B_2"
"2007-03-08 - 2010-01-21","GBR_B_2 - ITA_B_2"
"2007-03-08 - 2010-01-21","JPN_B_2 - ITA_B_2"
"2007-03-08 - 2010-01-21","NOR_B_2 - ITA_B_2"
"2007-03-08 - 2010-01-21","CAN_B_2 - MEX_B_2"
"2007-03-08 - 2010-01-21","CHE_B_2 - NOR_B_2"
"2007-03-08 - 2010-01-21","CHN_B_2 - USA_B_2"
"2007-03-08 - 2010-01-21","ITA_B_3 - AUS_B_3"
"2007-03-08 - 2010-01-21","USA_B_3 - DEU_B_3"
"2007-03-08 - 2010-01-21","USA_B_3 - FRA_B_3"
"2007-03-08 - 2010-01-21","USA_B_3 - ITA_B_3"
"2007-03-08 - 2010-01-21","CHN_B_3 - NOR_B_3"
"2007-03-08 - 2010-01-21","NOR_B_3 - USA_B_3"
"2007-03-15 - 2010-01-28","DEU_B_1 - AUS_B_1"
"2007-03-15 - 2010-01-28","GBR_B_1 - AUS_B_1"
"2007-03-15 - 2010-01-28","GBR_B_1 - CHE_B_1"
"2007-03-15 - 2010-01-28","MEX_B_1 - CHE_B_1"
"2007-03-15 - 2010-01-28","JPN_B_1 - DEU_B_1"
"2007-03-15 - 2010-01-28","JPN_B_1 - FRA_B_1"
"2007-03-15 - 2010-01-28","CHE_B_1 - GBR_B_1"
"2007-03-15 - 2010-01-28","CAN_B_1 - ITA_B_1"
"2007-03-15 - 2010-01-28","CHE_B_1 - ITA_B_1"
"2007-03-15 - 2010-01-28","CHN_B_1 - ITA_B_1"
"2007-03-15 - 2010-01-28","CHN_B_1 - JPN_B_1"
"2007-03-15 - 2010-01-28","CHE_B_1 - USA_B_1"
"2007-03-15 - 2010-01-28","DEU_B_2 - CAN_B_2"
"2007-03-15 - 2010-01-28","GBR_B_2 - DEU_B_2"
"2007-03-15 - 2010-01-28","ITA_B_2 - FRA_B_2"
"2007-03-15 - 2010-01-28","NOR_B_2 - FRA_B_2"
"2007-03-15 - 2010-01-28","FRA_B_2 - GBR_B_2"
"2007-03-15 - 2010-01-28","GBR_B_2 - ITA_B_2"
"2007-03-15 - 2010-01-28","JPN_B_2 - ITA_B_2"
"2007-03-15 - 2010-01-28","NOR_B_2 - ITA_B_2"
"2007-03-15 - 2010-01-28","CAN_B_2 - MEX_B_2"
"2007-03-15 - 2010-01-28","CHE_B_2 - NOR_B_2"
"2007-03-15 - 2010-01-28","CHN_B_2 - USA_B_2"
"2007-03-15 - 2010-01-28","USA_B_3 - DEU_B_3"
"2007-03-15 - 2010-01-28","USA_B_3 - FRA_B_3"
"2007-03-15 - 2010-01-28","USA_B_3 - GBR_B_3"
"2007-03-15 - 2010-01-28","USA_B_3 - ITA_B_3"
"2007-03-15 - 2010-01-28","CHN_B_3 - NOR_B_3"
"2007-03-15 - 2010-01-28","NOR_B_3 - USA_B_3"
"2007-03-22 - 2010-02-04","DEU_B_1 - AUS_B_1"
"2007-03-22 - 2010-02-04","GBR_B_1 - AUS_B_1"
"2007-03-22 - 2010-02-04","GBR_B_1 - CHE_B_1"
"2007-03-22 - 2010-02-04","MEX_B_1 - CHE_B_1"
"2007-03-22 - 2010-02-04","JPN_B_1 - DEU_B_1"
"2007-03-22 - 2010-02-04","JPN_B_1 - FRA_B_1"
"2007-03-22 - 2010-02-04","CHE_B_1 - GBR_B_1"
"2007-03-22 - 2010-02-04","CHE_B_1 - ITA_B_1"
"2007-03-22 - 2010-02-04","CHN_B_1 - ITA_B_1"
"2007-03-22 - 2010-02-04","CHN_B_1 - JPN_B_1"
"2007-03-22 - 2010-02-04","JPN_B_1 - MEX_B_1"
"2007-03-22 - 2010-02-04","CHE_B_1 - USA_B_1"
"2007-03-22 - 2010-02-04","DEU_B_2 - CAN_B_2"
"2007-03-22 - 2010-02-04","GBR_B_2 - DEU_B_2"
"2007-03-22 - 2010-02-04","ITA_B_2 - FRA_B_2"
"2007-03-22 - 2010-02-04","NOR_B_2 - FRA_B_2"
"2007-03-22 - 2010-02-04","FRA_B_2 - GBR_B_2"
"2007-03-22 - 2010-02-04","GBR_B_2 - ITA_B_2"
"2007-03-22 - 2010-02-04","JPN_B_2 - ITA_B_2"
"2007-03-22 - 2010-02-04","NOR_B_2 - ITA_B_2"
